item_proposed	item_desired	date_proposed	date_reviewed	accepted
6647	7208	2022-04-29		
6648	1078	2022-05-10		
6650	4792	2022-04-15		
6657	4869	2022-05-23		
6657	5905	2022-04-20	2022-05-02	0
6660	3655	2022-06-02		
6667	7173	2022-04-15	2022-05-13	1
6668	6241	2022-05-02		
6670	5961	2022-04-20	2022-05-09	1
6672	6228	2022-05-05	2022-06-08	1
6673	1106	2022-04-26	2022-05-03	0
6673	5949	2022-06-06		
6682	3937	2022-05-13	2022-05-17	1
6684	4171	2022-05-23		
6684	4842	2022-05-05	2022-05-11	0
6686	5688	2022-04-19	2022-05-13	1
6688	361	2022-04-15	2022-04-22	0
6693	1697	2022-04-19	2022-06-01	1
6699	7244	2022-04-20	2022-04-25	1
6700	5668	2022-05-24	2022-05-31	1
6703	3697	2022-04-15	2022-05-04	0
6704	1735	2022-04-19	2022-05-02	0
6704	2559	2022-05-11		
6705	642	2022-04-18	2022-05-10	0
6707	939	2022-05-03	2022-06-03	0
6708	653	2022-06-03		
6709	618	2022-05-04	2022-05-11	0
6710	2753	2022-04-21	2022-05-06	1
6713	5084	2022-05-10	2022-05-30	1
6715	5645	2022-04-19	2022-06-09	0
6716	709	2022-05-04	2022-06-07	1
6723	2190	2022-06-08		
6723	2309	2022-04-15	2022-04-22	0
6724	1992	2022-04-18	2022-06-09	1
6726	3591	2022-04-22	2022-05-17	1
6727	5370	2022-05-04		
6730	2103	2022-05-16		
6732	6879	2022-06-02	2022-06-09	0
6733	1699	2022-05-25	2022-05-27	1
6734	4993	2022-04-27	2022-05-20	0
6735	5265	2022-06-06		
6739	6041	2022-05-24	2022-06-09	1
6740	6651	2022-05-12		
6743	1830	2022-05-23	2022-05-26	0
6744	984	2022-04-18	2022-04-27	0
6744	2169	2022-05-03	2022-05-18	1
6745	4394	2022-04-19	2022-04-27	1
6747	4308	2022-04-19	2022-05-04	1
6749	4227	2022-06-14		
6751	4553	2022-05-24	2022-06-09	0
6760	3095	2022-05-13	2022-05-30	1
6761	23	2022-04-27	2022-05-23	1
6762	2880	2022-04-21	2022-04-26	1
6763	3186	2022-04-25	2022-05-23	1
6764	386	2022-04-15	2022-05-09	0
6765	1383	2022-05-11	2022-05-23	1
6766	7083	2022-05-23	2022-05-27	1
6767	3835	2022-04-15	2022-05-24	1
6770	1952	2022-04-28	2022-04-29	1
6771	440	2022-06-02	2022-06-08	0
6772	3383	2022-06-13		
6772	5430	2022-04-21	2022-05-26	0
6774	6568	2022-05-10	2022-06-07	1
6778	1566	2022-05-16		
6783	4952	2022-04-25	2022-05-18	1
6784	3142	2022-04-28	2022-05-04	0
6787	364	2022-04-19	2022-05-26	1
6789	5214	2022-04-20	2022-05-27	1
6790	4210	2022-04-18	2022-04-28	1
6792	3603	2022-06-09		
6792	5107	2022-05-13	2022-05-17	0
6793	1863	2022-04-29	2022-06-01	1
6794	6053	2022-06-06	2022-06-07	0
6794	6739	2022-04-20	2022-05-24	0
6795	3052	2022-04-15	2022-05-11	1
6801	2025	2022-04-25	2022-05-05	0
6801	6006	2022-05-23		
6802	5772	2022-04-19	2022-05-18	1
6803	2678	2022-06-10		
6803	2686	2022-04-18	2022-05-16	0
6803	7227	2022-06-03	2022-06-09	0
6805	2585	2022-05-19	2022-06-02	1
6808	392	2022-04-15	2022-05-20	1
6809	4554	2022-04-19	2022-05-25	0
6810	7028	2022-05-25	2022-06-10	0
6813	3892	2022-04-21	2022-04-29	0
6813	5565	2022-05-05	2022-05-10	1
6815	937	2022-04-20	2022-04-25	1
6817	2340	2022-06-13		
6818	39	2022-05-06		
6821	388	2022-05-05	2022-06-01	0
6821	6379	2022-06-08		
6823	2135	2022-04-19	2022-04-20	1
6827	582	2022-04-18	2022-04-19	0
6827	7191	2022-04-19		
6831	2668	2022-05-03	2022-05-12	0
6834	7327	2022-04-29	2022-05-30	1
6842	4843	2022-04-15	2022-05-20	1
6845	4119	2022-04-20	2022-04-22	1
6847	1181	2022-04-18	2022-05-04	0
6851	2544	2022-04-20	2022-05-11	1
6852	441	2022-05-03	2022-05-04	0
6854	2929	2022-04-18	2022-05-04	0
6856	1622	2022-04-28	2022-05-30	0
6857	2181	2022-04-22	2022-05-11	1
6866	1342	2022-04-19	2022-05-16	0
6866	4795	2022-06-07		
6868	3318	2022-05-11	2022-05-24	1
6869	7404	2022-04-15	2022-04-21	1
6875	4841	2022-05-31		
6878	1809	2022-04-15	2022-05-10	0
6880	6104	2022-05-03	2022-05-09	0
6884	3909	2022-04-15	2022-05-12	0
6887	2614	2022-04-19	2022-04-20	1
6892	167	2022-05-10		
6894	4815	2022-04-15	2022-04-18	1
6895	1917	2022-04-29	2022-05-30	0
6898	2293	2022-04-20	2022-05-06	1
6899	4830	2022-04-15	2022-04-26	1
6900	1944	2022-04-18	2022-05-11	0
6901	2909	2022-04-19	2022-06-07	1
6902	7239	2022-04-26		
6904	2928	2022-04-15	2022-06-08	1
6905	4796	2022-04-21	2022-06-14	1
6907	6840	2022-05-12		
6910	2298	2022-05-16	2022-05-20	1
6911	5407	2022-05-26		
6912	117	2022-04-18	2022-05-20	0
6913	2166	2022-04-26	2022-05-18	0
6913	4122	2022-05-18	2022-05-31	1
6922	5333	2022-06-07		
6924	617	2022-04-21	2022-05-04	1
6925	3143	2022-05-17	2022-05-30	0
6926	849	2022-05-05	2022-06-07	0
6927	747	2022-04-18	2022-05-02	0
6927	7084	2022-05-09	2022-06-01	1
6932	6486	2022-04-28	2022-05-23	0
6933	742	2022-04-18		
6938	4442	2022-04-19	2022-05-12	1
6941	4246	2022-04-18	2022-05-16	0
6942	2286	2022-05-04	2022-05-13	0
6943	2747	2022-05-06	2022-05-30	1
6948	5751	2022-04-18		
6950	5132	2022-05-16	2022-05-17	1
6951	7400	2022-04-21	2022-04-26	1
6952	407	2022-04-28	2022-05-17	0
6952	1255	2022-05-24	2022-06-02	1
6953	3124	2022-05-05	2022-05-30	0
6956	7195	2022-05-04	2022-05-05	0
6965	4881	2022-06-03	2022-06-08	1
6967	949	2022-04-15	2022-04-18	1
6968	6683	2022-05-13		
6974	5929	2022-05-16	2022-06-02	0
6975	4833	2022-04-20	2022-04-26	1
6978	2580	2022-04-18	2022-04-27	1
6979	1621	2022-05-13	2022-05-24	1
6980	3770	2022-05-27		
6980	5318	2022-05-06	2022-05-12	0
6981	7268	2022-04-25	2022-04-26	0
6986	156	2022-04-22	2022-05-26	1
6988	140	2022-05-06		
6989	2240	2022-04-19	2022-05-02	1
6991	4209	2022-04-25	2022-05-23	0
6992	2411	2022-05-11	2022-05-19	1
6993	7014	2022-04-21	2022-04-28	1
6994	4459	2022-05-02	2022-06-14	1
6999	3571	2022-06-09		
7001	5051	2022-05-30		
7002	6725	2022-04-22	2022-05-03	1
7005	4803	2022-04-19	2022-04-22	0
7007	6961	2022-04-15	2022-06-03	1
7010	6983	2022-05-16		
7011	235	2022-04-19	2022-04-29	1
7012	544	2022-05-30	2022-06-02	1
7013	6625	2022-04-29	2022-05-05	1
7018	6930	2022-04-15	2022-04-19	1
7022	5646	2022-05-25		
7024	2555	2022-05-20	2022-06-02	0
7026	830	2022-04-18	2022-04-25	0
7026	7318	2022-04-27	2022-05-31	1
7034	1866	2022-05-06	2022-05-24	1
7036	4847	2022-05-23	2022-05-25	1
7037	6935	2022-04-21	2022-04-25	1
7040	6367	2022-04-19	2022-06-06	0
7042	3423	2022-04-25	2022-05-16	1
7044	5340	2022-04-15		
7048	4190	2022-04-20	2022-05-04	1
7052	7160	2022-04-25	2022-05-20	1
7055	3494	2022-04-15	2022-04-20	1
7058	4949	2022-04-22	2022-05-30	1
7059	5791	2022-06-01		
7060	3911	2022-04-19	2022-05-02	1
7065	752	2022-05-23	2022-06-14	1
7071	6061	2022-04-19	2022-05-31	1
7074	793	2022-04-21	2022-06-13	1
7076	2612	2022-05-13		
7078	4349	2022-04-18	2022-06-06	0
7081	2599	2022-05-06		
7085	543	2022-06-02	2022-06-06	0
7089	596	2022-04-15	2022-05-31	0
7092	3096	2022-05-30		
7094	1044	2022-04-18	2022-04-28	1
7097	4489	2022-04-18	2022-05-16	0
7097	4715	2022-05-16	2022-06-01	1
7099	3502	2022-04-20	2022-05-06	1
7100	2708	2022-04-21	2022-06-03	1
7101	707	2022-06-13		
7101	2238	2022-04-28	2022-05-30	0
7107	4573	2022-04-15	2022-04-18	1
7109	1746	2022-04-27	2022-05-19	0
7111	3370	2022-04-22	2022-05-23	0
7112	6656	2022-04-25	2022-05-27	1
7115	875	2022-04-18	2022-04-22	1
7118	5068	2022-04-29	2022-05-02	0
7120	4328	2022-04-28	2022-05-06	1
7121	3400	2022-05-16		
7122	1821	2022-04-15	2022-05-19	0
7123	19	2022-05-05	2022-05-26	1
7124	5220	2022-04-25	2022-05-17	1
7125	3024	2022-05-06	2022-05-30	0
7125	6797	2022-06-02		
7126	2314	2022-05-09	2022-06-07	0
7130	7198	2022-05-30		
7138	5595	2022-05-10		
7140	5805	2022-04-21	2022-05-03	1
7143	1803	2022-04-15	2022-05-09	0
7145	6918	2022-04-25	2022-05-06	1
7147	2526	2022-04-15	2022-06-13	1
7148	486	2022-05-09	2022-05-24	1
7148	1286	2022-04-28	2022-05-03	0
7149	58	2022-04-18	2022-04-20	0
7149	6782	2022-05-24		
7150	7388	2022-05-04	2022-05-25	1
7151	1946	2022-04-19		
7152	4876	2022-04-18		
7153	7045	2022-04-20	2022-04-28	1
7156	5533	2022-05-05	2022-06-10	0
7158	4314	2022-04-15	2022-04-28	1
7162	95	2022-06-10		
7163	4014	2022-04-19	2022-04-21	1
7164	2458	2022-04-15	2022-05-26	0
7168	3123	2022-05-03		
7169	4086	2022-04-21	2022-04-25	1
7170	4012	2022-06-02	2022-06-13	0
7172	3941	2022-05-16	2022-06-10	1
7174	465	2022-06-02		
7175	1638	2022-04-18	2022-04-19	1
7176	2387	2022-04-22	2022-04-29	1
7178	3894	2022-05-20	2022-05-27	1
7182	2861	2022-05-05		
7183	5222	2022-04-21	2022-05-17	1
7186	2596	2022-06-01		
7186	3023	2022-04-18	2022-04-26	0
7187	1078	2022-04-19	2022-05-05	0
7187	1114	2022-05-06	2022-05-31	0
7189	1045	2022-04-20	2022-04-28	1
7190	6788	2022-04-18	2022-04-27	1
7192	2789	2022-06-06		
7192	4996	2022-04-19	2022-05-09	0
7193	204	2022-04-27		
7195	2990	2022-05-17	2022-06-06	1
7196	3655	2022-05-05	2022-05-16	0
7197	3087	2022-05-26	2022-05-27	0
7200	5835	2022-04-19	2022-06-07	1
7206	7389	2022-05-02	2022-06-14	1
7207	3370	2022-06-06		
7211	5290	2022-04-28	2022-05-04	0
7212	2296	2022-05-09	2022-05-24	0
7214	6464	2022-04-20	2022-04-29	1
7216	1841	2022-05-04		
7217	4044	2022-04-27	2022-04-28	1
7218	2115	2022-04-26	2022-05-20	1
7220	6448	2022-05-05		
7224	5644	2022-04-22	2022-06-06	0
7228	6997	2022-04-22	2022-06-13	1
7229	965	2022-05-05	2022-06-03	1
7230	6669	2022-05-16	2022-06-14	0
7231	6832	2022-06-07		
7231	7063	2022-04-15	2022-06-06	0
7232	4419	2022-04-18	2022-04-26	1
7234	5063	2022-05-12	2022-06-08	1
7235	2891	2022-04-19	2022-05-04	1
7236	1389	2022-04-20	2022-05-12	1
7237	3261	2022-04-15	2022-06-09	0
7240	3172	2022-04-29	2022-05-04	1
7242	3027	2022-04-15	2022-04-18	0
7245	4465	2022-05-20	2022-06-09	0
7246	7005	2022-04-22	2022-05-27	1
7248	2830	2022-04-15	2022-05-10	1
7249	4037	2022-04-27	2022-05-04	1
7250	5385	2022-06-14		
7251	6227	2022-05-02	2022-05-12	1
7252	3204	2022-04-20	2022-04-21	1
7255	4619	2022-05-12	2022-06-14	1
7258	3287	2022-05-02	2022-05-09	0
7258	6268	2022-04-22	2022-04-27	0
7259	1899	2022-04-15	2022-04-19	1
7265	3728	2022-04-15	2022-04-21	1
7266	2077	2022-04-28	2022-05-12	0
7266	3601	2022-05-17	2022-05-30	0
7267	1384	2022-04-27	2022-06-03	0
7271	3957	2022-05-30	2022-06-13	0
7275	5365	2022-04-19	2022-05-17	0
7277	4435	2022-05-24	2022-05-26	0
7284	4452	2022-04-22	2022-04-27	1
7288	2709	2022-04-18		
7289	5671	2022-05-06	2022-05-20	0
7291	1033	2022-04-15	2022-04-21	0
7291	5951	2022-05-18	2022-05-19	1
7293	109	2022-04-19	2022-05-25	0
7294	4625	2022-04-26	2022-05-02	1
7295	4053	2022-04-27		
7297	1106	2022-05-19	2022-06-08	1
7297	7032	2022-05-04	2022-05-19	0
7299	2132	2022-04-15	2022-05-18	0
7301	5593	2022-04-18	2022-04-28	1
7303	310	2022-05-11	2022-05-26	1
7305	3776	2022-04-27	2022-06-08	1
7306	5596	2022-05-10	2022-05-13	0
7309	7325	2022-04-26	2022-04-29	0
7311	6959	2022-04-21	2022-04-29	1
7313	777	2022-05-18	2022-05-31	1
7315	1906	2022-05-16		
7317	954	2022-04-27		
7320	2536	2022-04-15	2022-05-11	1
7322	1694	2022-05-30	2022-06-01	0
7324	7413	2022-05-18	2022-06-03	1
7326	5646	2022-04-28	2022-05-03	0
7327	6713	2022-04-19	2022-04-20	0
7328	2330	2022-04-26	2022-05-13	0
7329	3047	2022-04-18	2022-04-20	0
7330	1742	2022-04-19	2022-04-22	0
7333	3297	2022-05-11	2022-05-12	0
7333	4177	2022-04-26	2022-05-11	0
7333	4648	2022-05-18	2022-05-27	1
7334	108	2022-05-16		
7340	2988	2022-04-25		
7342	4199	2022-04-20	2022-05-30	0
7346	2305	2022-04-28	2022-05-18	0
7347	2831	2022-05-13	2022-05-26	0
7347	3916	2022-06-01	2022-06-02	0
7348	3030	2022-06-10		
7348	5708	2022-04-27	2022-05-11	0
7349	3430	2022-04-21	2022-04-22	1
7351	6839	2022-05-11	2022-06-02	1
7352	2305	2022-05-18	2022-05-24	1
7354	1198	2022-05-03	2022-05-17	1
7355	6649	2022-04-15	2022-04-19	1
7358	5216	2022-04-20	2022-06-13	1
7359	398	2022-05-11	2022-05-30	1
7360	1268	2022-04-18	2022-04-27	1
7361	569	2022-04-22	2022-04-27	0
7362	446	2022-04-15	2022-05-03	0
7362	6014	2022-05-23	2022-05-31	1
7368	3904	2022-04-19	2022-05-30	0
7369	4081	2022-04-28		
7371	5469	2022-05-09	2022-06-10	0
7372	2892	2022-04-15	2022-04-28	1
7376	5439	2022-06-08	2022-06-10	1
7376	6826	2022-05-18	2022-06-07	0
7380	7086	2022-05-03	2022-05-11	0
7381	6752	2022-04-19	2022-05-17	1
7382	2926	2022-05-09		
7382	3060	2022-04-27	2022-05-02	0
7383	6635	2022-05-16		
7387	572	2022-05-12	2022-05-19	0
7390	3944	2022-04-15	2022-04-28	1
7392	6529	2022-04-26	2022-05-02	0
7393	6969	2022-05-19		
7394	6888	2022-04-27	2022-04-29	1
7395	7117	2022-05-12	2022-05-13	1
7396	1232	2022-05-02	2022-06-07	1
7398	6490	2022-04-21		
7399	5116	2022-04-20	2022-06-13	0
7402	1985	2022-05-19		
7403	6749	2022-05-17	2022-06-09	0
7408	6712	2022-05-02	2022-05-13	1
7409	787	2022-04-25	2022-05-03	0
7411	721	2022-05-04	2022-05-06	1
7412	3902	2022-05-05		
7416	2233	2022-04-19	2022-04-21	1
7419	5091	2022-04-21		
